date,open,high,low,close
2019-04-24,108450.76518396997,108460.00582566463,108431.51135023078,108455.46706703783
2019-04-25,108456.44471097528,108471.85055489765,108445.60327090872,108456.52483423968
2019-04-26,108457.65299346948,108457.94483700328,108440.51536396709,108456.16252290441
2019-04-29,108458.63974817892,108462.59187182196,108443.67409373075,108455.57067022052
2019-04-30,108451.80328520571,108487.10895018028,108441.2493244938,108452.22846879107
2019-05-01,108455.3374700123,108464.31750687803,108435.78424135389,108452.19390438695
2019-05-02,108450.91704364344,108459.0206949396,108434.78016432266,108450.86316071803
2019-05-03,108454.08167860367,108460.94556595654,108437.8608067176,108454.36154404661
2019-05-06,108458.04149839828,108478.1199275675,108449.09048968353,108456.3208095547
2019-05-07,108459.42355704407,108481.62177005106,108429.8097471826,108456.24837871568
2019-05-08,108457.2292184221,108462.24351109639,108438.50490351382,108458.25352178547
2019-05-09,108456.50262826448,108472.48443254051,108453.22902303668,108457.23391313035
2019-05-10,108459.90779799152,108481.54511915614,108455.74428669938,108460.39029220561
2019-05-13,108460.62240090457,108468.43600266942,108436.5276046917,108460.3740935236
2019-05-14,108459.42301595732,108474.30655857576,108448.69969687553,108462.12424058614
2019-05-15,108461.33557903038,108464.95281423542,108441.34559858365,108458.25156085017
2019-05-16,108458.09037210148,108460.22983061931,108451.05596193332,108459.29160099682
2019-05-17,108455.61431901505,108456.89855326463,108443.38802547491,108454.22698864472
2019-05-20,108445.64458409323,108448.14078579671,108432.62067821492,108448.1210018099
2019-05-21,108448.28398303519,108464.99338602963,108432.37442107176,108447.20757117675
2019-05-22,108445.68256740122,108447.53998036665,108429.70602905977,108444.50778835396
2019-05-23,108443.7379025207,108447.30593796197,108431.89250190009,108444.9999467411
2019-05-24,108457.79688491956,108461.94494339231,108450.8640853267,108451.73421662056
2019-05-27,108450.35216696004,108455.47187919813,108433.77915998011,108449.23904707632
2019-05-28,108452.69800308591,108466.12102403553,108437.52670438425,108447.36721631698
2019-05-29,108450.86084492688,108458.40072138513,108436.74346059034,108447.98342815519
2019-05-30,108447.47564360825,108450.24667674603,108435.05216395356,108449.46246802942
2019-05-31,108447.78668938474,108457.42097451484,108424.35145897257,108448.93324983171
2019-06-03,108449.62376504301,108451.40090733707,108431.03433768271,108448.31545884094
2019-06-04,108450.60636530182,108459.76801824561,108411.45932147754,108450.4228477063
2019-06-05,108452.13095404267,108482.19032072811,108430.22782390854,108451.9825706174
2019-06-06,108448.02292825805,108468.8174542309,108432.83614153118,108448.88154312118
2019-06-07,108443.2185700981,108455.3932816113,108441.153419621,108448.64399916533
2019-06-10,108448.07356178106,108449.5541374834,108438.83582366823,108448.74985971132
2019-06-11,108438.9320414534,108478.44786828716,108436.73452364375,108445.58640584517
2019-06-12,108447.48138185355,108452.32567547465,108435.86083040439,108446.3659231472
2019-06-13,108441.6138803534,108445.0947363337,108439.31333506349,108443.79205371568
2019-06-14,108444.5620036609,108451.2551494917,108430.13392736306,108446.70825383942
2019-06-17,108446.62858019034,108451.87563967341,108445.92477506389,108447.28649157724
2019-06-18,108448.37242807342,108469.52719367067,108437.93088410555,108447.55441103454
2019-06-19,108441.48530744277,108446.06579636323,108401.28015963822,108445.78132597597
2019-06-20,108440.17969293568,108476.9153688652,108427.92788883431,108445.42549650434
2019-06-21,108436.23406001112,108452.66257652565,108423.70884363858,108439.43225762562
2019-06-24,108429.91285264146,108446.44878846784,108414.95883950054,108436.03803521405
2019-06-25,108434.22600578195,108452.15395626133,108427.65333258531,108437.12655461162
2019-06-26,108435.51350257771,108462.77001692707,108406.06772670116,108430.74085348615
2019-06-27,108430.1109213011,108438.23916063398,108419.15350438042,108433.28067905059
2019-06-28,108429.99660514918,108430.86944422637,108416.96898286822,108428.04238962448
2019-07-01,108426.19770070766,108444.176158727,108412.93881536808,108430.31260513247
2019-07-02,108428.67347449154,108447.50358475196,108421.37710929102,108427.77611403383
2019-07-03,108429.15388585022,108446.79123983567,108417.29569913384,108430.11308728685
2019-07-04,108430.32650255301,108435.69832578424,108410.21951497754,108430.50594090961
2019-07-05,108427.60176887183,108448.52561796382,108408.24585785103,108425.89543608873
2019-07-08,108434.91160271336,108436.97117998399,108428.64754158746,108429.64288233742
2019-07-09,108434.55212285348,108436.0727108806,108430.74106725685,108433.96800380398
2019-07-10,108434.14366594017,108439.37767628155,108416.75681467075,108433.77058908598
2019-07-11,108430.02873711701,108443.21576035296,108420.5917779577,108432.94884026946
2019-07-12,108434.21925833754,108440.00785529526,108416.58147507344,108432.46923937155
2019-07-15,108428.80556541157,108440.73971248417,108424.94867072882,108429.54378240321
2019-07-16,108435.33556381121,108443.2699914416,108432.7700073742,108432.83954268249
2019-07-17,108431.07974753584,108453.95011759536,108400.95518361048,108431.2108668873
2019-07-18,108436.27986276064,108465.24072438918,108411.70642287433,108431.05729564921
2019-07-19,108422.7286569302,108430.41691918067,108411.60722409756,108428.6774064396
2019-07-22,108425.90938905999,108433.07176375187,108404.94209112482,108426.79918714045
2019-07-23,108425.61045660189,108432.99598542941,108419.8692796079,108422.9660116855
2019-07-24,108425.68514303539,108441.0137248868,108414.24723331207,108426.73721962664
2019-07-25,108423.8984377,108428.4714943674,108417.78260557119,108426.27495690701
2019-07-26,108428.37507994598,108444.76660450037,108422.80481603436,108429.1727217632
2019-07-29,108425.07290931111,108439.66316320603,108415.12846995468,108429.21269555394
2019-07-30,108427.4863462859,108428.97546573528,108412.5090034242,108427.12948497084
2019-07-31,108433.47081471136,108435.8929331948,108421.00746841473,108426.14942919083
2019-08-01,108427.903830534,108433.45664946915,108420.95619629283,108424.46873603931
2019-08-02,108421.16558601732,108428.18986290634,108416.23971704648,108424.49261333687
2019-08-05,108420.74678957085,108446.6741275625,108412.39920577443,108423.36681281784
2019-08-06,108421.25286424294,108431.40300381901,108416.4061310763,108422.46704767001
2019-08-07,108421.3445720008,108425.66862455767,108405.85069413797,108418.3313236176
2019-08-08,108413.44632480723,108418.22197985792,108387.7065366455,108415.91078583474
2019-08-09,108418.80226422432,108435.64683244066,108414.94683041953,108420.87295848115
2019-08-12,108421.51350713294,108439.79094037983,108418.7020722683,108418.8592588324
2019-08-13,108418.29093518094,108434.67517469276,108393.53769236009,108415.69697746952
2019-08-14,108415.58751248608,108428.42509754702,108400.22725752182,108416.70895646725
2019-08-15,108417.5774828228,108444.14004950244,108416.2579799441,108420.93077306592
2019-08-16,108411.91946568868,108437.85147815735,108403.87968797075,108416.56870015847
2019-08-19,108413.84616423298,108427.0190315425,108397.79648933561,108415.94313461371
2019-08-20,108407.3553902451,108431.75762773547,108397.74274639557,108414.04697695191
2019-08-21,108411.01337817466,108420.5768914807,108374.85894682468,108408.76391852893
2019-08-22,108409.07860655729,108418.44044475898,108390.77310120006,108410.96869865671
2019-08-23,108412.34224789379,108436.10323537208,108382.42219504852,108410.89836690105
2019-08-26,108416.71766709672,108417.18517588795,108400.89356392472,108411.11269243392
2019-08-27,108412.37474513797,108431.5774287841,108396.39560466244,108408.85575801658
2019-08-28,108406.76670599173,108428.3759552562,108392.08213397447,108410.22011050557
2019-08-29,108411.20996541655,108424.95156175054,108405.6767553263,108408.60221845712
2019-08-30,108411.64707991417,108421.89491904638,108404.17732613535,108408.17350883162
2019-09-02,108402.6096569008,108405.9207941868,108393.4280597128,108404.84872645508
2019-09-03,108398.34052740523,108410.63686350959,108371.76605213032,108401.20041817446
2019-09-04,108404.87793804833,108417.40537482171,108399.49872718175,108405.20701374035
2019-09-05,108398.88142957819,108408.74100155864,108385.66349913225,108403.68569962675
2019-09-06,108408.9729455437,108409.63470772353,108395.58340554811,108404.5607406958
2019-09-09,108397.24327801242,108416.84045923244,108386.53745832408,108404.45936939151
2019-09-10,108399.81551153598,108429.3466292301,108397.51648024053,108403.13593378321
2019-09-11,108400.80335538018,108411.36129813865,108393.85559232115,108401.61205087221
2019-09-12,108402.82103737256,108420.05089534544,108401.38134763605,108403.50229864655
2019-09-13,108403.09506835237,108403.15593788521,108401.66586929809,108402.59669583294
2019-09-16,108402.95671059444,108413.65998590483,108399.27557610051,108402.14236488842
2019-09-17,108401.56819351613,108409.40019405854,108395.54732583225,108402.20902956
2019-09-18,108409.14921347708,108436.58676524769,108398.10519895986,108405.73855452077
2019-09-19,108401.36195893575,108428.36487414243,108390.25035726767,108407.78008744467
2019-09-20,108408.9273947061,108417.01748511526,108397.7153209318,108408.92788824785
2019-09-23,108405.09342083265,108408.57488157472,108379.64515568216,108407.23717406779
2019-09-24,108403.48880821321,108422.71192910786,108393.81816814537,108403.09126790777
2019-09-25,108406.60213721682,108410.34393196016,108382.65059376179,108405.93985770298
2019-09-26,108406.10371247616,108411.10451499883,108365.49574709791,108408.83919910564
2019-09-27,108406.49422691867,108448.96931684756,108396.09844659248,108408.41707390828
2019-09-30,108412.42048560284,108413.88411216598,108399.72693459303,108410.04272543309
2019-10-01,108413.43422340069,108444.83300911046,108387.63223652863,108412.38705459474
2019-10-02,108412.83986264293,108424.9619052533,108373.86773082256,108414.88060795273
2019-10-03,108423.76443125049,108425.44966942337,108378.81870467147,108417.64475837247
2019-10-04,108423.20543836597,108442.04566775486,108394.72951365417,108416.27790542049
2019-10-07,108416.4354369316,108433.83093962926,108393.07531644433,108420.82282436849
2019-10-08,108417.98843007452,108423.47296719794,108403.33775970488,108417.08304519362
2019-10-09,108427.1951977315,108432.32237224848,108416.3444308426,108419.6682144246
2019-10-10,108423.50170654926,108425.98183671744,108415.79233762222,108421.1500106617
2019-10-11,108424.43404843101,108437.77253574271,108410.31211964933,108423.77086800228
2019-10-14,108428.78372242348,108441.22311144098,108416.64385253628,108429.40789292355
2019-10-15,108432.23764648607,108441.95579108657,108415.43967280425,108433.8612293437
2019-10-16,108429.78815451427,108437.91533127331,108425.68004551089,108430.42569862213
2019-10-17,108423.7074956441,108446.05445776059,108408.76375644907,108425.35968388132
2019-10-18,108430.04507613416,108441.8353122576,108411.0958074635,108427.81035105849
2019-10-21,108423.57085285279,108434.54188774913,108418.10682450738,108424.76531381086
2019-10-22,108423.40464310888,108448.99292502292,108420.94067072585,108424.72809764491
2019-10-23,108423.64079801545,108428.31488549543,108403.51397291741,108427.24728007593
2019-10-24,108422.16711839924,108433.0817633715,108404.701530943,108422.31588802238
2019-10-25,108413.30358163913,108421.64257576637,108408.1919702798,108415.98594665945
2019-10-28,108416.22159321427,108420.36070149654,108393.48774359841,108416.76384372046
2019-10-29,108420.02244804746,108436.7743582182,108416.19246422834,108416.8970013893
2019-10-30,108417.25736683409,108436.91153536686,108404.52956460266,108416.15959217516
2019-10-31,108417.78937235082,108434.30512739236,108406.41182696831,108416.27519646646
2019-11-01,108414.76192234363,108418.29440859138,108412.54247769232,108413.69364964437
2019-11-04,108409.33069361313,108435.65687651187,108398.50780260607,108409.15316642255
2019-11-05,108408.2712171779,108424.34263693537,108393.80354287889,108408.6532018699
2019-11-06,108404.81465714905,108420.38862172574,108394.24477931538,108405.73807579676
2019-11-07,108403.08498285602,108428.78179921019,108386.08198407956,108400.80763182952
2019-11-08,108399.07195561583,108406.77390664347,108398.41556377694,108402.3246750437
2019-11-11,108406.16264691712,108424.87243092766,108389.30394882864,108402.14047915844
2019-11-12,108403.4622989564,108412.57872450772,108395.24004489859,108403.36006476833
2019-11-13,108398.14607877232,108403.23298729322,108390.56681956607,108400.39217994406
2019-11-14,108396.95056533143,108398.43522212199,108379.66358601673,108398.41800356854
2019-11-15,108393.38990328331,108401.76732579291,108384.72022093786,108395.42087448688
2019-11-18,108393.2415683828,108416.17371223947,108378.69402008275,108392.76094888571
2019-11-19,108391.1936435055,108407.45717527703,108359.40581506422,108393.34717263895
2019-11-20,108394.42464238631,108414.26284205182,108371.64033601795,108390.99824878995
2019-11-21,108389.72153067857,108409.29747488901,108385.97482048803,108392.06644765641
2019-11-22,108386.26814964143,108413.41581050157,108383.10359182375,108393.08571543267
2019-11-25,108396.96820291513,108404.41960011258,108391.13765032224,108399.16119839331
2019-11-26,108388.95726773581,108404.7975098474,108388.54120207854,108394.98283125571
2019-11-27,108397.5269318375,108433.2089836282,108375.57478434722,108397.64653838922
2019-11-28,108400.55554843866,108412.68430117903,108383.21891489491,108397.37807450355
2019-11-29,108399.27926471396,108401.61318096747,108384.78456831917,108397.33598531316
2019-12-02,108388.9736253326,108400.13609881456,108378.65916731986,108392.98639384744
2019-12-03,108389.31904656456,108423.30747679994,108368.80981801097,108391.60581240927
2019-12-04,108399.1713048063,108401.25486858148,108389.21420217806,108393.83540419959
2019-12-05,108394.54350330975,108405.84495421432,108390.11158144817,108393.58796908354
2019-12-06,108393.84348827269,108395.3607654542,108376.03608976274,108393.83113219478
2019-12-09,108396.12716983656,108411.72820884803,108387.1450703952,108392.95898215298
2019-12-10,108403.78091477022,108415.20651638083,108392.22605873665,108396.42269139393
2019-12-11,108400.24799352554,108406.04343555741,108389.44070057433,108396.35827369281
2019-12-12,108390.17527243968,108398.48824553286,108360.33193907663,108389.75702667536
2019-12-13,108388.74487355188,108395.50948466144,108374.71695417012,108387.68080902394
2019-12-16,108383.62565857598,108408.65983148859,108363.63815233229,108381.77441920269
2019-12-17,108370.18200846668,108384.91483570401,108361.65161767536,108372.02010395621
2019-12-18,108367.25359948873,108382.47214520848,108356.09552124771,108370.42975790688
2019-12-19,108374.58778470766,108382.52003524064,108363.52557842768,108374.4304374572
2019-12-20,108371.73016348718,108381.83482060145,108370.70142174362,108374.57179717558
2019-12-23,108370.86977279627,108392.90293353699,108370.63852454082,108371.05416005338
2019-12-24,108368.52042956874,108368.81361935838,108343.04016354028,108368.23206044876
2019-12-25,108378.64701210517,108406.47972397867,108370.312344416,108371.62390013952
2019-12-26,108369.54363002574,108386.36780502915,108347.39863352753,108372.09678000971
2019-12-27,108371.87541093848,108376.0663430502,108367.26745600351,108372.24077773439
2019-12-30,108371.58748369913,108392.75933778852,108366.08663879667,108372.08039236788
2019-12-31,108373.50752475267,108378.66412004807,108371.93463091152,108372.19559315254
2020-01-01,108377.75198308814,108385.52861958244,108343.96465480553,108374.61181009338
2020-01-02,108374.79806148057,108398.03821532383,108366.88212776718,108376.26951198545
2020-01-03,108374.4525699952,108386.86653915848,108365.5152073697,108376.91662608553
2020-01-06,108368.86588916495,108373.86758811673,108366.73121886922,108373.78802101275
2020-01-07,108372.54273381708,108380.70950330501,108369.65136266901,108375.32134730749
2020-01-08,108374.87792857723,108385.95692768901,108358.77983216365,108373.2686060735
2020-01-09,108376.68708422668,108394.52777602989,108360.02839997609,108376.55014310121
2020-01-10,108369.6906886513,108373.64690811555,108350.17328322829,108372.73699063603
2020-01-13,108371.20582527775,108398.30510271374,108355.38848120601,108372.32412770721
2020-01-14,108372.3964716917,108374.05461895406,108364.59470483293,108372.30205284833
2020-01-15,108369.83915299122,108370.15343202354,108353.91761510576,108368.3281161964
2020-01-16,108371.71384806946,108383.36028561182,108364.72116635826,108373.49403112796
2020-01-17,108377.12393125678,108393.03880497841,108358.45988541223,108377.87525142975
2020-01-20,108371.0291959449,108397.24910936905,108353.4354491824,108376.48450014491
2020-01-21,108375.34550623491,108406.86958980629,108347.97664829773,108378.79966364162
2020-01-22,108384.78883882516,108404.918419788,108376.14933382091,108379.93569185062
2020-01-23,108365.53059144251,108395.46054885385,108344.27175903013,108372.0950134606
2020-01-24,108371.83279985153,108381.84867890744,108366.61081984991,108372.84620750943
2020-01-27,108373.31976995796,108378.78008448223,108367.23032122082,108372.66217526993
2020-01-28,108371.78877959437,108390.26797998617,108344.13757025734,108372.91182733035
2020-01-29,108367.25673000076,108385.31860502377,108332.9039074251,108369.68120257086
2020-01-30,108368.68992583505,108394.81792938334,108344.64992542201,108368.8731614322
2020-01-31,108368.32348893755,108382.3487512742,108364.24660079811,108368.33838514205
2020-02-03,108371.65631557889,108376.3838458819,108370.9352323072,108371.90266779369
2020-02-04,108367.27281261141,108388.68030544676,108363.53542475203,108372.90594897486
2020-02-05,108372.4470730004,108377.92603428467,108368.17690069346,108372.88928388426
2020-02-06,108374.91085580712,108407.47560822032,108365.89389940492,108377.47619387798
2020-02-07,108374.16724246426,108384.36261683077,108342.62963087123,108375.8104500887
2020-02-10,108375.3230834641,108383.45745158964,108370.12489144191,108374.64215917408
2020-02-11,108371.11408039149,108389.87799994061,108356.77317438474,108369.19189414005
2020-02-12,108376.58954368162,108408.0279196391,108355.40128701206,108373.8992116789
2020-02-13,108375.30296961254,108387.74732096781,108367.09495044166,108376.79220878349
2020-02-14,108382.31476124718,108415.43426668661,108377.69967145011,108379.54275291703
2020-02-17,108385.07063085424,108386.95709117314,108377.55410140798,108381.54944825637
2020-02-18,108385.28980779299,108387.38126710968,108360.05988431782,108381.87989401935
2020-02-19,108386.69566465334,108415.42923734177,108375.27911811727,108382.5263608369
2020-02-20,108381.33329354835,108386.85263574687,108351.0958001695,108381.7703410661
2020-02-21,108380.6371440437,108381.34919595106,108364.81882138301,108381.15953978893
2020-02-24,108383.79760296227,108392.69918604096,108356.01605594662,108381.32245062408
2020-02-25,108391.27019572494,108419.16382891696,108387.14157218375,108395.36976867032
2020-02-26,108406.22080741938,108407.16925163557,108396.64309786535,108405.59252027757
2020-02-27,108411.76700279802,108428.95084817834,108404.8063412666,108413.35867977452
2020-02-28,108417.93474442017,108426.81238039366,108401.13898138248,108419.04111157275
2020-03-02,108419.27657427941,108428.94464764453,108404.30515040079,108424.5011176231
2020-03-03,108436.24030475039,108440.07525429767,108424.4603219228,108438.9119376678
2020-03-04,108448.87720509633,108449.36879506755,108431.85405828273,108448.9386868847
2020-03-05,108459.87424864022,108473.61461817598,108448.08172627025,108457.20888911794
2020-03-06,108466.79424151756,108484.99945283425,108462.19365414852,108463.82416174933
2020-03-09,108467.14696867755,108488.17225189255,108456.43559725658,108467.38794810254
2020-03-10,108474.55263680097,108492.68803571092,108465.19515941566,108475.12050187266
2020-03-11,108484.12309644949,108500.9314239474,108483.78560738362,108486.61513401054
2020-03-12,108494.25205451412,108495.64779338532,108479.051401688,108493.04498502318
2020-03-13,108499.39328068966,108511.6176799033,108498.17093708868,108500.13601469119
2020-03-16,108509.06953090287,108512.4659071878,108493.81211872841,108507.25187728542
2020-03-17,108520.9453151698,108528.03693503972,108494.63222283528,108515.69025475741
2020-03-18,108517.22108637066,108528.4640878329,108493.6084764799,108517.31821124244
2020-03-19,108519.88455441206,108528.68040228767,108508.2487477128,108524.37661783458
2020-03-20,108526.37648443287,108543.84108080408,108505.52524774098,108528.95903576196
2020-03-23,108536.1229335682,108548.85889447262,108531.60014556107,108540.49737589221
2020-03-24,108541.8236521177,108548.93362716345,108540.35211083747,108545.41498118595
2020-03-25,108559.63898034561,108583.16416750866,108548.40390556534,108555.72316817516
2020-03-26,108570.50089670644,108581.95529658899,108563.01857587832,108569.82091798606
2020-03-27,108572.00600964621,108578.8641767202,108551.11661146853,108576.56653294094
2020-03-30,108584.12112443053,108590.35473708816,108544.21620530495,108582.16022793244
2020-03-31,108594.70708159119,108612.13021787198,108577.66785244811,108590.92595696895
2020-04-01,108597.8382171862,108609.29073309046,108563.4106320443,108598.91784085851
2020-04-02,108600.91540295175,108645.18928909532,108600.56163454326,108602.94337546916
2020-04-03,108611.77491999455,108613.38530185602,108611.49029806236,108612.78705313201
2020-04-06,108629.70293687667,108651.52829682759,108617.95355541156,108628.8491173459
2020-04-07,108637.73657981561,108653.73647793263,108608.38385125632,108635.81666936484
2020-04-08,108646.5518150947,108683.88793743828,108625.1844303438,108643.00516458058
2020-04-09,108650.46287110404,108658.24087376478,108645.51009648298,108646.82543648631
2020-04-10,108659.65800183773,108660.77668912525,108653.30854241994,108656.10179029305
2020-04-13,108663.19964968956,108666.9651532982,108650.72316624163,108659.11388539422
2020-04-14,108664.67032466622,108669.93252134953,108660.29836085037,108662.68616129682
2020-04-15,108671.2121105712,108685.47306561832,108661.31731383494,108675.8048303842
2020-04-16,108679.79012545808,108699.49092719473,108673.46563522925,108680.18301814662
2020-04-17,108693.45020996181,108708.26152997928,108691.77341609041,108692.50844842393
2020-04-20,108705.45650164406,108730.18040261643,108695.40136593796,108706.60588043908
2020-04-21,108718.37696883369,108732.34967667435,108705.67882871383,108715.64318626898
2020-04-22,108724.77610996382,108730.01308237092,108722.65301235372,108725.85675188038
2020-04-23,108738.88851456523,108759.04440524877,108736.75836598904,108741.66575565512
2020-04-24,108753.21173904517,108763.90972012114,108731.29158591332,108748.87884204686
2020-04-27,108756.50483178851,108770.58345590334,108730.95594316947,108754.5068188591
2020-04-28,108757.75165595257,108768.28051020493,108755.06763324667,108757.09389459997
2020-04-29,108768.04085019573,108774.9758137367,108744.50521147765,108765.26072292135
2020-04-30,108782.36490248304,108783.13244169993,108762.65428087571,108779.17729976503
2020-05-01,108792.03878872356,108809.24308744834,108779.79143898447,108791.01568129064
2020-05-04,108787.87433206827,108814.62448788749,108780.2501120471,108795.24731632495
2020-05-05,108797.79904643762,108806.82633735881,108797.54379178847,108799.82581478963
2020-05-06,108804.43939248352,108814.95871635486,108800.68014907779,108805.80912987226
2020-05-07,108812.0255995169,108823.3525330346,108809.46028322418,108814.97820220224
2020-05-08,108822.75298879559,108829.74758381247,108813.52943983578,108822.15695649383
2020-05-11,108834.59137867416,108857.36615049395,108830.40057796803,108831.01477227561
2020-05-12,108838.74701303217,108847.51885493829,108808.2506322264,108840.20172978779
2020-05-13,108843.60213743206,108859.86102410947,108810.03804975956,108847.00663544107
2020-05-14,108860.93004410739,108869.3832416813,108853.85658307442,108854.84593967466
